Line Scheme	Meter Scheme	PoemID	Poet	Title	Year	constraint_SUM_VIOL	constraint_footmin-no-s-unless-preceded-by-ww	constraint_footmin-none	constraint_posthoc-no-final-ww	constraint_posthoc-standardize-weakpos	constraint_strength.s=>-u	constraint_strength.w=>-p	constraint_stress.s=>-u	constraint_stress.w=>-p	constraint_word-elision	line	line_is_in_nonbounded_parses	line_iscorrect	line_iscorrect_dummy	line_iscorrect_dummy_iambic	line_iscorrect_human2	line_num	meter_info	num_sylls	num_sylls_correct	num_sylls_correct_control	num_sylls_correct_control_iambic	num_sylls_correct_human2	parse	parse_comp	parse_human	parse_human2	parse_str_compu	parse_str_human	parse_str_stress	parses_comp_nonbounded	perc_sylls_correct	perc_sylls_correct_control	perc_sylls_correct_control_iambic	perc_sylls_correct_human2	prosody_ipa	prosody_stress
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	5.0	0	2.0	0	1.0	0	0	0	2.0	0	Never hear the sweet music of speech,	0	0	1	0	1	(11, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	9	8	9	4	9	wwswwswws	swswwswws	wwswwswws	wwswwswws	NEV  er  HEAR  the  sweet  MU  sic  of  SPEECH	nev  er  HEAR  the  sweet  MU  sic  of  SPEECH	NEV  er  HEAR  the  SWEET  MU  sic  of  SPEECH	swswwswws | swswwswsw | swswswsws | swswsswws | swswsswsw | swswsswss	0.888888888889	1.0	0.444444444444	1.0	`nɛ.vɛː `hɪr ðə `swiːt `mjuː.zɪk ʌv `spiːʧ	PU P U P PU U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	3.0	0	2.0	0	1.0	0	0	0	0	0	I start at the sound of my own.	1	1	0	0	1	(12, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	8	3	5	8	wswwswws	wswwswws	wswwswws	wswwswws	i  START  at  the  SOUND  of  my  OWN	i  START  at  the  SOUND  of  my  OWN	I  START  AT  the  SOUND  of  my  OWN	wswwswws | swswswws | swswswsw | wswwswsw | sswwswws | wsswswsw	1.0	0.375	0.625	1.0	`aɪ `stɑrt `æt ðə `saʊnd ʌv maɪ `oʊn	P P P U P U U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	5.0	0	2.0	0	1.0	0	0	0	2.0	0	The beasts that roam over the plain	1	1	0	0	1	(13, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	8	3	5	8	wswwswws	wswwswws	wswwswws	wswwswws	the  BEASTS  that  roam  OV  er  the  PLAIN	the  BEASTS  that  roam  OV  er  the  PLAIN	the  BEASTS  THAT  ROAM  OV  er  the  PLAIN	wswwswws | swswswws | wswwswsw | swswswsw | wswswsws | wswsswws | wswsswsw | wswsswss	1.0	0.375	0.625	1.0	ðə `biːsts `ðæt `roʊm `oʊ.vɛː ðə `pleɪn	U P P P PU U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	2.0	0	1.0	0	1.0	0	0	0	0	0	My form with indifference see,	0	0	0	0	1	(14, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	6	3	4	8	wswwswws	wswwsws	wswwswws	wswwswws	my  FORM  with  ind  IFF  erence  SEE	my  FORM  with  ind  IFF  erence  see	my  FORM  with  ind  IFF  erence  see	wswwsws | swswsws | wwswwss	0.75	0.375	0.5	1.0	maɪ `fɔːrm wɪð ɪn.`dɪ.fɛː.əns `siː	U P U UPUU P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	5.0	0	2.0	0	1.0	0	0	2.0	0	0	They are so unacquainted with man,	1	0	1	0	1	(15, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	9	8	9	4	9	wwswwswws	swswwswws	wwswwswws	wwswwswws	THEY  are  SO  un  ac  QUAINT  ed  with  MAN	they  are  SO  un  ac  QUAINT  ed  with  MAN	THEY  are  so  un  ac  QUAINT  ed  with  MAN	swswwswws | swwswswws | wwswwswws | wswswswws | wswswswsw | wswswswss	0.888888888889	1.0	0.444444444444	1.0	`ðeɪ ɑr soʊ ʌ.næ.`kweɪn.tɪ wɪð `mæn	P U U UUPU U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	4.0	0	1.0	0	1.0	0	0	2.0	0	0	Their tameness is shocking to me.	0	0	0	0	0	(16, 2)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	6	3	5	3	wswwswws	wswwswsw	wswwswws	wwswwswws	their  TAME  ness  is  SHOCK  ing  TO  me	their  TAME  ness  is  SHOCK  ing  to  ME	their  TAME  ness  is  SHOCK  ing  to  me	wswwswsw | swswswsw | wswswsws	0.75	0.375	0.625	0.375	ðɛr `teɪm.nʌ ɪz `ʃɑ.kɪŋ tuː miː	U PU U PU U U
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	3.0	0	2.0	0	1.0	0	0	0	0	0	Society, friendship, and love,	0	0	0	0	0	(17, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	7	2	2	3	2	swwswws	wswwswws	swwswws	wswwswws	so  CI  et  y  FRIEND  ship  and  LOVE	SO  ci  et  Y  friend  ship  AND	so  CI  et  y  FRIEND  ship  and  LOVE	wswwswws | wswwswsw | wswswsws	0.285714285714	0.285714285714	0.428571428571	0.285714285714	sə.`saɪ.ə.tiː `frɛnd.ʃɪp ænd `lʌv	UPUU PU U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	4.0	0	1.0	0	1.0	0	0	0	2.0	0	Divinely bestow'd upon man,	0	0	0	0	1	(18, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	6	3	5	8	wswwswws	wswwswsw	wswwswws	wswwswws	di  VINE  ly  be  STOW'D  up  ON  man	di  VINE  ly  be  STOW'D  up  on  MAN	di  VINE  ly  be  STOW'D  up  ON  MAN	wswwswsw | wswwswss | swswswsw | swswswss	0.75	0.375	0.625	1.0	dɪ.`vaɪn.liː bɪ.`stoʊd ə.`pɑn `mæn	UPU UP UP P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	2.0	0	1.0	0	1.0	0	0	0	0	0	Oh had I the wings of a dove,	0	0	0	0	1	(19, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	5	3	5	8	wswwswws	swswswws	wswwswws	wswwswws	OH  had  I  the  WINGS  of  a  DOVE	oh  HAD  i  the  WINGS  of  a  DOVE	OH  HAD  I  the  WINGS  of  a  DOVE	swswswws | swswswsw | sswwswws | swswswss | swswssws	0.625	0.375	0.625	1.0	`oʊ `hæd `aɪ ðə `wɪŋz ʌv eɪ `dəv	P P P U P U U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	3.0	0	2.0	0	1.0	0	0	0	0	0	How soon would I taste you again!	1	1	0	0	1	(20, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	8	3	5	8	wswwswws	wswwswws	wswwswws	wswwswws	how  SOON  would  i  TASTE  you  ag  AIN	how  SOON  would  i  TASTE  you  ag  AIN	how  SOON  WOULD  I  TASTE  you  ag  AIN	wswwswws | wswswsws | wsswssws	1.0	0.375	0.625	1.0	haʊ `suːn `wʊd `aɪ `teɪst juː ə.`gɛn	U P P P P U UP
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	0	0	0	0	0	0	0	0	0	0	My sorrows I then might assuage	0	0	0	0	1	(21, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	5	3	5	8	wswwswws	wswswsws	wswwswws	wswwswws	my  SOR  rows  I  then  MIGHT  as  SUAGE	my  SOR  rows  i  THEN  might  as  SUAGE	my  SOR  rows  I  THEN  MIGHT  as  SUAGE	wswswsws	0.625	0.375	0.625	1.0	maɪ `sɑ.roʊz `aɪ `ðɛn `maɪt ə.`sweɪʤ	U PU P P P UP
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	3.0	0	3.0	0	0	0	0	0	0	0	In the ways of religion and truth,	1	1	1	0	1	(22, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	9	9	9	4	9	wwswwswws	wwswwswws	wwswwswws	wwswwswws	in  the  WAYS  of  re  LI  gion  and  TRUTH	in  the  WAYS  of  re  LI  gion  and  TRUTH	in  the  WAYS  of  re  LI  gion  and  TRUTH	wwswwswws | swswwswws | swswwswsw | wswswswsw | swswswsws | wswswswss	1.0	1.0	0.444444444444	1.0	ɪn ðə `weɪz ʌv rɪ.`lɪ.ʤən ænd `truːθ	U U P U UPU U P
trimeter	anapestic	Z200323132	William Cowper	Verses, Supposed to be Written by Alexander Selkirk, During His Solitary Abode in the Island of Juan Fernandez	1782.0	3.0	0	2.0	0	1.0	0	0	0	0	0	Might learn from the wisdom of age,	1	1	0	0	1	(23, 3)	<<Meter  ID: litlab  Name: Literary Lab's Meter  Constraints:    [*footmin-none/1.0] [*footmin-no-s-unless-preceded-by-ww/10.0]   [*posthoc-standardize-weakpos/1.0] [*posthoc-no-final-ww/2.0]   [*strength.w=>-p/3.0] [*strength.s=>-u/3.0]   [*stress.w=>-p/2.0] [*stress.s=>-u/2.0]   [*word-elision/1.0]  MaxS, MaxW: 2, 2  Allow heavy syllable split across two positions: False >>	8	8	3	5	8	wswwswws	wswwswws	wswwswws	wswwswws	might  LEARN  from  the  WIS  dom  of  AGE	might  LEARN  from  the  WIS  dom  of  AGE	MIGHT  LEARN  from  the  WIS  dom  of  AGE	wswwswws | swswswws | wswwswsw | swswswsw | wswswsws | sswwswws | swswswss	1.0	0.375	0.625	1.0	`maɪt `lɛːn frʌm ðə `wɪz.dəm ʌv `eɪʤ	P P U U PU U P
